City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,saurimo,-9.6608,20.3916,69.35,83,83,2.73,AO,1668967404
364,mugumu,-1.85,34.7,63.41,77,91,3.78,TZ,1668967987
365,gejiu,23.306,103.1635,52.0,97,59,5.55,CN,1668967987
366,arraial do cabo,-22.9661,-42.0278,78.66,69,40,9.22,BR,1668967919
367,hobyo,5.3505,48.5268,81.43,74,36,13.33,SO,1668967988
368,felanitx,39.4696,3.1483,59.52,70,18,10.02,ES,1668967988
369,mizdah,31.4451,12.9801,52.54,38,27,8.99,LY,1668967399
370,thinadhoo,0.5333,72.9333,80.73,78,4,9.42,MV,1668967422
371,weatherford,32.7593,-97.7972,51.46,40,17,6.33,US,1668967988
372,vrangel,42.7297,133.0839,45.5,89,100,3.85,RU,1668967989
373,awjilah,29.1081,21.2869,70.23,20,96,9.26,LY,1668967989
374,la rioja,42.25,-2.5,46.18,79,99,4.0,ES,1668967989
375,bayan,46.0833,127.4,20.34,66,51,5.12,CN,1668967990
376,paamiut,61.994,-49.6678,25.99,85,100,18.95,GL,1668967990
377,arica,-18.475,-70.3042,80.15,56,0,14.97,CL,1668967990
378,dryden,49.7833,-92.7503,17.89,79,100,11.5,CA,1668967991
379,severodvinsk,64.5635,39.8302,24.91,89,89,6.06,RU,1668967991
380,qaqortoq,60.7167,-46.0333,22.03,87,100,1.7,GL,1668967991
381,souillac,-20.5167,57.5167,75.58,73,40,8.05,MU,1668967992
382,bundaberg,-24.85,152.35,75.22,95,70,1.99,AU,1668967992
383,chuy,-33.6971,-53.4616,81.48,55,32,11.21,UY,1668967992
384,north bend,43.4065,-124.2243,50.07,84,0,9.22,US,1668967992
385,nishihara,26.1842,127.7558,74.48,78,20,17.27,JP,1668967993
386,kushima,31.4583,131.2333,57.83,90,22,1.63,JP,1668967993
387,mamallapuram,12.6264,80.1722,77.05,69,99,15.57,IN,1668967770
388,vredendal,-31.6683,18.5012,67.19,53,47,18.3,ZA,1668967993
389,mujiayingzi,42.1167,118.7833,31.03,65,56,2.93,CN,1668967994
390,worthington,40.0931,-83.018,29.53,47,0,12.66,US,1668967994
391,margate,51.3813,1.3862,46.69,82,21,4.0,GB,1668967994
392,bubaque,11.2833,-15.8333,81.7,39,44,6.13,GW,1668967995
393,middelburg,-25.7751,29.4648,65.25,60,2,11.86,ZA,1668967971
394,hecun,36.5333,114.1111,53.15,79,100,2.93,CN,1668967995
395,bambous virieux,-20.3428,57.7575,75.45,73,40,8.05,MU,1668967996
396,asau,46.4333,26.4,33.28,100,100,2.48,RO,1668967996
397,sa kaeo,13.75,102.3333,73.13,97,100,4.81,TH,1668967996
398,iracoubo,5.4802,-53.2011,83.57,69,42,12.82,GF,1668967996
399,khani,41.9563,42.9566,47.77,63,60,6.2,GE,1668967997
400,arman,59.7,150.1667,9.48,77,100,6.24,RU,1668967997
401,juneau,58.3019,-134.4197,41.22,100,100,14.97,US,1668967879
402,timon,-5.0942,-42.8367,85.78,62,20,6.91,BR,1668967998
403,hervey bay,-25.2986,152.8535,72.9,86,56,9.33,AU,1668967998
404,kirkland lake,48.1446,-80.0377,11.57,64,100,12.19,CA,1668967998
405,gifhorn,52.4833,10.55,33.49,83,75,0.0,DE,1668967999
406,pisco,-13.7,-76.2167,68.02,77,61,11.5,PE,1668967999
407,kalmunai,7.4167,81.8167,74.52,85,8,10.09,LK,1668967999
408,sola,-13.8833,167.55,81.95,75,39,9.71,VU,1668967999
409,fort dodge,42.4975,-94.168,38.53,48,0,14.97,US,1668968000
410,bathsheba,13.2167,-59.5167,86.61,70,20,20.71,BB,1668968000
411,zhanakorgan,43.9098,67.2495,42.13,56,56,6.06,KZ,1668968001
412,evensk,61.95,159.2333,-8.14,77,5,6.93,RU,1668968001
413,manyana,-23.4,21.7167,85.78,16,90,7.76,BW,1668968001
414,tezu,27.9167,96.1667,60.4,27,43,4.85,IN,1668968001
415,volovo,48.5246,23.5056,35.8,93,100,2.62,UA,1668968002
416,dingle,10.9995,122.6711,75.76,92,96,4.97,PH,1668968002
417,novochernorechenskiy,56.2669,91.0828,6.6,81,100,12.39,RU,1668968002
418,vila franca do campo,37.7167,-25.4333,67.19,90,99,13.02,PT,1668968003
419,kargasok,59.0556,80.8572,-11.74,97,90,9.31,RU,1668967798
420,alcaudete,37.5909,-4.0824,54.16,79,5,2.33,ES,1668968003
421,bitung,1.4451,125.1824,77.85,84,100,2.57,ID,1668968003
422,christchurch,-43.5333,172.6333,58.91,92,100,5.75,NZ,1668968004
423,sumbawanga,-7.9667,31.6167,61.23,79,58,2.59,TZ,1668968004
424,darab,28.7519,54.5444,67.41,39,59,7.07,IR,1668968004
425,islamkot,24.6997,70.177,72.63,40,2,1.05,PK,1668968005
426,kupang,-10.1667,123.5833,79.32,82,100,3.76,ID,1668968005
427,darhan,49.4867,105.9228,9.05,85,10,5.64,MN,1668967875
428,haines junction,60.7522,-137.5108,25.02,97,100,3.06,CA,1668967422
429,amahai,-3.3333,128.9167,78.35,86,100,5.14,ID,1668968006
430,sandviken,60.6167,16.7667,32.56,95,100,10.63,SE,1668968006
431,klaksvik,62.2266,-6.589,45.52,88,100,31.72,FO,1668968006
432,sakakah,29.9697,40.2064,63.97,50,0,7.02,SA,1668968007
433,magugu,-4.0167,35.7667,68.67,72,99,1.05,TZ,1668968007
434,malpe,13.35,74.7167,76.3,70,67,4.97,IN,1668968007
435,gobabis,-22.45,18.9667,84.25,22,98,7.45,NA,1668967801
436,kahului,20.8947,-156.47,78.84,75,20,9.22,US,1668968008
437,linqiong,30.4159,103.4609,58.84,75,100,3.31,CN,1668968008
438,alofi,-19.0595,-169.9187,75.09,94,76,9.22,NU,1668968008
439,suntar,62.1444,117.6319,-20.25,100,64,2.86,RU,1668968009
440,teguldet,57.3064,88.1667,7.74,92,100,9.93,RU,1668968009
441,flinders,-34.5833,150.8552,65.37,49,35,8.01,AU,1668967432
442,goulburn,-34.75,149.7167,48.65,68,84,15.9,AU,1668968009
443,campbell river,50.0163,-125.2446,40.53,100,100,2.3,CA,1668968010
444,batagay-alyta,67.8006,130.4114,-18.98,97,96,4.16,RU,1668967419
445,high level,58.5169,-117.136,23.45,68,100,5.12,CA,1668967809
446,nanakuli,21.3906,-158.1547,78.75,58,0,11.5,US,1668968010
447,ferrol,43.4832,-8.2369,60.71,88,98,4.52,ES,1668968010
448,tamluk,22.3,87.9167,70.12,48,73,7.4,IN,1668968011
449,sorland,67.667,12.6934,44.46,58,0,8.75,NO,1668967414
450,ploemeur,47.7333,-3.4333,55.81,81,0,6.91,FR,1668968011
451,zapolyarnyy,69.4154,30.8136,9.68,89,6,3.18,RU,1668968011
452,kailua,21.4022,-157.7394,78.78,76,21,5.01,US,1668967739
453,shestakovo,56.4915,103.96,8.53,98,86,3.76,RU,1668968012
454,alice springs,-23.7,133.8833,63.95,63,91,4.61,AU,1668968012
455,alta floresta,-9.8756,-56.0861,91.22,49,40,3.44,BR,1668968012
456,bejar,40.3864,-5.7634,50.58,96,73,5.95,ES,1668968013
457,porto novo,6.4965,2.6036,80.58,80,87,9.8,BJ,1668968013
458,ambilobe,-13.2,49.05,77.36,79,53,0.51,MG,1668968013
459,yinchuan,38.4681,106.2731,40.51,33,100,5.86,CN,1668968013
460,kenai,60.5544,-151.2583,36.14,79,100,6.91,US,1668968014
461,puerto leguizamo,-0.1934,-74.7819,80.69,89,56,3.94,CO,1668968014
462,itarema,-2.9248,-39.9167,85.28,62,44,18.23,BR,1668968014
463,pietarsaari,63.65,22.6833,22.89,81,6,8.63,FI,1668968015
464,saint-georges,12.0564,-61.7485,85.68,74,20,18.41,GD,1668968015
465,rio brilhante,-21.8019,-54.5464,98.51,22,24,6.51,BR,1668968015
466,rio gallegos,-51.6226,-69.2181,64.45,20,75,26.46,AR,1668968016
467,samarai,-10.6167,150.6667,83.08,78,35,12.28,PG,1668968016
468,cam ranh,11.9214,109.1591,75.16,94,40,4.61,VN,1668968016
469,valpoi,15.5305,74.1356,72.97,45,27,4.97,IN,1668968017
470,freeport,40.6576,-73.5832,38.97,33,0,20.71,US,1668968017
471,luanda,-8.8368,13.2343,77.92,78,7,12.91,AO,1668967831
472,mount isa,-20.7333,139.5,78.57,24,100,8.05,AU,1668968017
473,yar-sale,66.8333,70.8333,2.93,96,100,16.22,RU,1668968017
474,makakilo city,21.3469,-158.0858,77.32,65,0,11.5,US,1668968018
475,bogande,12.9714,-0.1436,84.63,16,24,9.62,BF,1668968018
476,khomeyn,33.6423,50.0789,47.08,40,0,3.22,IR,1668968019
477,soller,39.7662,2.7152,60.42,69,51,1.99,ES,1668968019
478,nanortalik,60.1432,-45.2371,29.17,84,100,12.01,GL,1668968019
479,shanghai,31.2222,121.4581,61.93,81,75,3.0,CN,1668967948
480,calvinia,-31.4707,19.776,73.15,17,92,7.16,ZA,1668968019
481,moron,-34.6534,-58.6198,82.96,56,0,18.41,AR,1668968020
482,stornoway,58.2093,-6.3865,40.96,89,68,3.44,GB,1668967426
483,ulladulla,-35.35,150.4667,59.38,54,9,18.45,AU,1668968020
484,yaan,7.3833,8.5667,84.97,27,71,3.85,NG,1668968020
485,panalingaan,8.7842,117.4231,78.13,84,97,3.8,PH,1668968021
486,bongandanga,1.5,21.05,72.14,89,83,2.53,CD,1668968021
487,geraldton,-28.7667,114.6,55.81,82,1,9.22,AU,1668968022
488,labytnangi,66.6572,66.4183,3.11,98,98,5.86,RU,1668968022
489,richards bay,-28.783,32.0377,65.41,71,38,5.64,ZA,1668968022
490,turayf,31.6725,38.6637,55.65,67,0,4.61,SA,1668968022
491,sur,22.5667,59.5289,77.07,63,0,3.56,OM,1668968023
492,thunder bay,48.4001,-89.3168,16.66,68,64,7.0,CA,1668967871
493,skibbereen,51.55,-9.2667,50.11,83,72,10.58,IE,1668968023
494,peniche,39.3558,-9.3811,62.29,95,81,13.33,PT,1668968023
495,oussouye,12.485,-16.5469,86.09,32,96,5.32,SN,1668968024
496,lomita,33.7922,-118.3151,74.7,18,0,6.91,US,1668968024
497,coquimbo,-29.9533,-71.3436,64.13,72,20,13.8,CL,1668968024
498,abong mbang,3.9833,13.1833,73.4,60,87,2.91,CM,1668968025
499,comodoro rivadavia,-45.8667,-67.5,62.46,29,0,16.11,AR,1668967801
500,tommot,58.9564,126.2925,-12.23,100,98,2.17,RU,1668968025
501,fukue,32.6881,128.8419,64.15,73,58,15.57,JP,1668968025
502,maloy,61.9353,5.1136,33.53,44,100,4.99,NO,1668968026
503,pafos,34.7667,32.4167,62.38,67,0,9.22,CY,1668968024
504,chiang khong,20.2613,100.4046,69.12,99,86,0.96,TH,1668968026
505,omboue,-1.5746,9.2618,75.94,90,100,6.17,GA,1668968026
506,brae,60.3964,-1.353,45.36,68,100,26.44,GB,1668968027
507,aksu,41.1231,80.2644,35.85,39,8,1.07,CN,1668968027
508,lufilufi,-13.8745,-171.5986,76.78,79,20,13.13,WS,1668968027
509,kampot,10.6167,104.1833,75.25,91,100,7.07,KH,1668968028
510,itaituba,-4.2761,-55.9836,93.36,52,40,9.22,BR,1668968028
511,anadyr,64.75,177.4833,-12.5,77,0,13.42,RU,1668968028
512,yarada,17.65,83.2667,79.12,61,75,3.44,IN,1668968028
513,boli,45.7667,130.5167,24.94,62,100,3.65,CN,1668968029
514,rocha,-34.4833,-54.3333,89.26,41,65,11.45,UY,1668967766
515,bilibino,68.0546,166.4372,-22.04,100,100,2.75,RU,1668968029
516,nantucket,41.2835,-70.0995,39.99,42,98,29.71,US,1668968029
517,saint anthony,45.0205,-93.218,28.94,60,0,12.66,US,1668968030
518,yeppoon,-23.1333,150.7333,76.78,94,95,4.18,AU,1668968030
519,akhmeta,42.0311,45.2075,57.72,59,50,1.1,GE,1668968030
520,beeville,28.4008,-97.7483,50.18,50,100,11.5,US,1668968031
521,tura,25.5198,90.2201,60.6,73,22,2.91,IN,1668968031
522,cherskiy,68.75,161.3,-13.58,98,100,8.1,RU,1668968031
523,payo,-3.7508,103.6372,72.61,87,76,1.7,ID,1668968032
524,safford,32.834,-109.7076,51.12,43,0,13.8,US,1668968032
525,churapcha,62.0025,132.4325,-31.23,100,31,3.58,RU,1668967937
526,akcaabat,41.0212,39.5715,64.27,59,0,2.3,TR,1668968032
527,flin flon,54.7682,-101.865,19.24,79,100,10.36,CA,1668968032
528,puerto narino,-3.7703,-70.3831,91.92,50,62,3.67,CO,1668968033
529,chihuahua,28.5,-106.0,40.03,74,100,3.85,MX,1668968033
530,prince rupert,54.3161,-130.3201,42.89,93,100,9.22,CA,1668967773
531,sungairaya,0.7,108.9,77.9,89,85,3.33,ID,1668968033
532,acarau,-2.8856,-40.12,85.93,61,50,19.35,BR,1668968034
533,tonder,54.9331,8.8667,33.75,87,31,6.29,DK,1668968034
534,kisangani,0.5167,25.2,73.11,84,71,1.95,CD,1668968034
535,cachoeiras de macacu,-22.4625,-42.6531,84.18,57,48,3.24,BR,1668968035
536,anicuns,-16.4611,-49.9617,84.92,39,39,6.35,BR,1668968035
537,bethanien,-26.502,17.1583,87.44,12,95,19.69,NA,1668968035
538,rusape,-18.5278,32.1284,69.87,66,6,12.24,ZW,1668968036
539,atambua,-9.1061,124.8925,74.32,87,100,1.39,ID,1668968036
540,aguimes,27.9054,-15.4461,69.66,68,40,26.46,ES,1668968036
541,itoman,26.1247,127.6694,75.22,78,20,17.27,JP,1668968036
542,udachnyy,66.4167,112.4,-25.74,99,92,3.83,RU,1668968037
543,zaraza,9.3503,-65.3245,84.42,68,81,2.3,VE,1668968037
544,turukhansk,65.8167,87.9833,-6.27,92,100,5.7,RU,1668968037
545,mapiripan,2.8892,-72.1256,84.9,73,52,7.25,CO,1668968038
546,three hills,51.7001,-113.2686,30.27,64,92,10.36,CA,1668968038
547,noyakert,39.8312,44.669,48.54,56,6,4.59,AM,1668968038
548,sisimiut,66.9395,-53.6735,23.36,91,100,16.33,GL,1668968038
549,el paso,31.8001,-106.2005,45.66,56,75,0.0,US,1668967761
550,luwingu,-10.2621,29.9271,70.88,65,92,5.17,ZM,1668968039
551,saint-francois,46.4154,3.9054,45.84,87,100,9.22,FR,1668967769
552,new philadelphia,40.4898,-81.4457,28.85,53,20,11.01,US,1668968039
553,pitimbu,-7.4706,-34.8086,84.79,61,41,12.39,BR,1668968040
554,shush,32.1942,48.2436,67.62,38,0,6.93,IR,1668968040
555,buta,2.7858,24.73,73.53,78,75,2.39,CD,1668968040
556,dzerzhinsk,56.2389,43.4631,19.22,79,100,4.47,RU,1668968040
557,mandalay,21.9747,96.0836,70.47,57,2,0.63,MM,1668968041
558,nizwa,22.9333,57.5333,74.37,43,0,9.46,OM,1668968041
559,aviles,43.5547,-5.9248,57.76,78,40,3.44,ES,1668968041
560,mayo,38.8876,-76.5119,39.22,33,0,8.99,US,1668968042
561,ayan,56.45,138.1667,27.63,94,100,14.05,RU,1668968042
562,hualmay,-11.0964,-77.6139,69.21,72,100,7.9,PE,1668968043
563,saint-augustin,51.226,-58.6502,20.57,82,94,9.26,CA,1668968043
564,tocopilla,-22.092,-70.1979,69.19,69,10,6.67,CL,1668968043
565,macklin,52.3334,-109.9348,34.14,81,85,9.33,CA,1668968044
566,vestmanna,62.1564,-7.1664,43.72,87,75,14.97,FO,1668968044
567,pangnirtung,66.1451,-65.7125,8.6,40,20,8.05,CA,1668968044
568,manakara,-22.1333,48.0167,75.83,86,33,5.08,MG,1668968044
569,rafaela,-31.2503,-61.4867,88.0,39,100,8.99,AR,1668967815
570,kizner,56.2749,51.508,16.75,86,25,3.11,RU,1668968045
571,markova,48.6758,24.4138,34.65,99,100,0.85,UA,1668968045
572,waidhofen,48.5833,11.3333,41.52,90,75,4.61,DE,1668968046
573,xinmin,41.9908,122.8253,33.03,96,100,6.49,CN,1668968046
574,pelym,61.0108,61.9978,9.14,93,90,4.63,RU,1668968046
575,caraballeda,10.6112,-66.8522,87.87,76,40,6.91,VE,1668968047
576,abu zabad,12.35,29.25,76.96,18,3,10.11,SD,1668968047
577,killam,52.7834,-111.8518,31.95,59,73,16.11,CA,1668968047
